Div,Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,B365>2.5,B365<2.5
SC0,5/10/2024,15:00,Hibernian,Motherwell,1,2,1.88,1.98
SC0,5/10/2024,15:00,St Mirren,Dundee United,0,1,2.1,1.73
SC0,6/10/2024,12:00,Ross County,Celtic,1,2,1.36,3.2
SC0,6/10/2024,15:00,Aberdeen,Hearts,3,2,1.88,1.98
SC0,6/10/2024,20:00,Rangers,St Johnstone,2,0,1.36,3.2
SC0,19/10/2024,15:00,Celtic,Aberdeen,2,2,1.44,2.75
SC0,19/10/2024,15:00,Dundee United,Hibernian,3,2,1.95,1.9
SC0,19/10/2024,15:00,Hearts,St Mirren,4,0,1.88,1.98
SC0,19/10/2024,15:00,Motherwell,Dundee,0,1,1.8,2
SC0,19/10/2024,15:00,St Johnstone,Ross County,3,0,2.1,1.73
SC0,20/10/2024,12:00,Kilmarnock,Rangers,1,0,1.62,2.3
SC0,26/10/2024,15:00,Dundee,St Johnstone,1,2,1.73,2.08
SC0,26/10/2024,15:00,Ross County,Kilmarnock,2,1,2.03,1.83
SC0,26/10/2024,17:30,Aberdeen,Dundee United,1,0,1.8,2
SC0,27/10/2024,12:00,Hibernian,Hearts,1,1,1.77,1.97
SC0,27/10/2024,15:00,Motherwell,Celtic,0,3,1.37,3
SC0,27/10/2024,15:00,Rangers,St Mirren,2,1,1.48,2.6
SC0,30/10/2024,19:45,Celtic,Dundee,2,0,1.36,3.2
SC0,30/10/2024,19:45,Dundee United,Motherwell,1,2,1.95,1.9
SC0,30/10/2024,19:45,Hearts,Kilmarnock,1,2,1.83,2.03
SC0,30/10/2024,19:45,Ross County,Hibernian,0,0,1.95,1.9
SC0,30/10/2024,19:45,St Mirren,St Johnstone,3,1,1.98,1.88
SC0,30/10/2024,20:00,Aberdeen,Rangers,2,1,1.8,2
SC0,2/11/2024,15:00,St Johnstone,Hearts,1,2,1.83,2.03
SC0,2/11/2024,15:00,St Mirren,Ross County,0,0,2.1,1.73
SC0,3/11/2024,15:00,Dundee,Kilmarnock,3,2,1.8,2
SC0,3/11/2024,15:00,Hibernian,Dundee United,1,1,1.88,1.98
SC0,9/11/2024,15:00,Dundee United,Ross County,3,0,1.98,1.88
SC0,9/11/2024,15:00,Hibernian,St Mirren,1,2,2.03,1.83
SC0,9/11/2024,15:00,Motherwell,St Johnstone,2,1,1.9,1.95
SC0,9/11/2024,17:30,Aberdeen,Dundee,4,1,1.73,2.1
SC0,10/11/2024,15:00,Kilmarnock,Celtic,0,2,1.5,2.63
SC0,10/11/2024,17:00,Rangers,Hearts,1,0,1.57,2.38
SC0,23/11/2024,15:00,St Johnstone,Kilmarnock,1,0,1.98,1.88
SC0,23/11/2024,15:15,Ross County,Motherwell,2,1,2.2,1.67
SC0,23/11/2024,15:45,Rangers,Dundee United,1,1,1.5,2.5
SC0,23/11/2024,16:00,St Mirren,Aberdeen,2,1,2.03,1.83
SC0,23/11/2024,17:45,Dundee,Hibernian,4,1,1.8,2
SC0,23/11/2024,19:45,Hearts,Celtic,1,4,1.53,2.5
SC0,26/11/2024,19:45,Hibernian,Aberdeen,3,3,2.1,1.73
SC0,30/11/2024,15:00,Celtic,Ross County,5,0,1.3,3.5
SC0,30/11/2024,15:00,Dundee United,St Mirren,2,0,2,1.8
SC0,30/11/2024,15:00,Kilmarnock,Dundee,1,1,1.93,1.93
SC0,30/11/2024,15:00,Motherwell,Hibernian,0,3,1.9,1.95
SC0,1/12/2024,12:00,St Johnstone,Rangers,0,1,1.53,2.5
SC0,1/12/2024,15:00,Hearts,Aberdeen,1,1,1.8,2
SC0,4/12/2024,19:45,Dundee,Motherwell,4,1,1.83,2.03
SC0,4/12/2024,19:45,Rangers,Kilmarnock,6,0,1.57,2.38
SC0,4/12/2024,20:00,Aberdeen,Celtic,0,1,1.53,2.5
SC0,7/12/2024,15:00,Aberdeen,St Johnstone,1,1,1.83,2.03
SC0,7/12/2024,15:00,Celtic,Hibernian,3,0,1.36,3.2
SC0,7/12/2024,15:00,Dundee United,Kilmarnock,1,1,2.03,1.83
SC0,7/12/2024,15:00,Hearts,Dundee,2,0,1.73,2.1
SC0,7/12/2024,15:00,St Mirren,Motherwell,0,1,2,1.85
SC0,8/12/2024,12:00,Ross County,Rangers,0,3,1.62,2.3
SC0,14/12/2024,15:00,Hibernian,Ross County,3,1,1.83,2.03
SC0,14/12/2024,15:00,Motherwell,Dundee United,4,3,2,1.8
SC0,14/12/2024,15:00,St Johnstone,St Mirren,2,3,2.1,1.73
SC0,15/12/2024,15:00,Kilmarnock,Hearts,1,0,2,1.85
SC0,20/12/2024,19:45,Motherwell,Kilmarnock,1,1,2.05,1.8
SC0,21/12/2024,15:00,Aberdeen,Hibernian,1,3,1.8,2
SC0,21/12/2024,15:00,Rangers,Dundee,1,0,1.4,3
SC0,21/12/2024,15:00,Ross County,St Mirren,1,2,2.2,1.67
SC0,22/12/2024,12:00,Dundee United,Celtic,0,0,1.44,2.75
SC0,22/12/2024,15:00,Hearts,St Johnstone,2,1,1.8,2
SC0,26/12/2024,12:30,Hearts,Hibernian,1,2,1.85,2
SC0,26/12/2024,15:00,Celtic,Motherwell,4,0,1.29,3.75
SC0,26/12/2024,15:00,Dundee,Ross County,0,3,1.88,1.98
SC0,26/12/2024,15:00,Kilmarnock,Aberdeen,4,0,2,1.85
SC0,26/12/2024,15:00,St Johnstone,Dundee United,1,2,2.03,1.83
SC0,26/12/2024,17:45,St Mirren,Rangers,2,1,1.73,2.1
SC0,29/12/2024,15:00,Celtic,St Johnstone,4,0,1.29,3.75
SC0,29/12/2024,15:00,Hibernian,Kilmarnock,1,0,1.73,2.1
SC0,29/12/2024,15:00,Motherwell,Rangers,2,2,1.62,2.3
SC0,29/12/2024,15:00,Ross County,Hearts,2,2,2,1.85
SC0,29/12/2024,15:00,St Mirren,Dundee,1,2,1.93,1.93
SC0,29/12/2024,17:15,Dundee United,Aberdeen,1,0,1.88,1.98
SC0,2/01/2025,15:00,Aberdeen,Ross County,1,2,1.88,1.98
SC0,2/01/2025,15:00,Hearts,Motherwell,1,0,1.88,1.98
SC0,2/01/2025,15:00,Kilmarnock,St Mirren,2,0,2,1.85
SC0,2/01/2025,15:00,Rangers,Celtic,3,0,1.73,2.1
SC0,2/01/2025,15:00,St Johnstone,Hibernian,1,1,1.93,1.93
SC0,2/01/2025,17:30,Dundee,Dundee United,1,2,1.85,2
SC0,5/01/2025,12:00,Hibernian,Rangers,3,3,1.62,2.3
SC0,5/01/2025,14:30,Motherwell,Aberdeen,2,0,1.98,1.88
SC0,5/01/2025,15:00,Celtic,St Mirren,3,0,1.44,2.75
SC0,5/01/2025,15:00,Dundee United,Hearts,0,1,1.9,1.95
SC0,5/01/2025,15:00,Kilmarnock,Ross County,0,1,1.88,1.98
SC0,5/01/2025,15:00,St Johnstone,Dundee,1,3,1.93,1.93
SC0,8/01/2025,19:45,Celtic,Dundee United,2,0,1.33,3.4
SC0,8/01/2025,19:45,Kilmarnock,Motherwell,0,0,2.05,1.8
SC0,9/01/2025,20:00,Dundee,Rangers,1,1,1.44,2.75
SC0,11/01/2025,12:30,Ross County,Celtic,1,4,1.4,3
SC0,11/01/2025,15:00,Hibernian,Motherwell,3,1,1.77,1.97
SC0,11/01/2025,15:00,St Mirren,Dundee United,0,1,2.2,1.67
SC0,12/01/2025,15:00,Aberdeen,Hearts,0,0,1.88,1.98
SC0,12/01/2025,15:00,Rangers,St Johnstone,3,1,1.36,3.2
SC0,14/01/2025,20:00,Dundee,Celtic,3,3,1.44,2.75
SC0,15/01/2025,20:00,Rangers,Aberdeen,3,0,1.44,2.75
SC0,25/01/2025,15:00,Aberdeen,St Mirren,0,3,2.03,1.83
SC0,25/01/2025,15:00,Hearts,Kilmarnock,3,2,2.03,1.83
SC0,25/01/2025,15:00,Ross County,Hibernian,1,1,1.95,1.9
SC0,25/01/2025,15:00,St Johnstone,Motherwell,2,1,2.05,1.8
SC0,26/01/2025,12:00,Dundee United,Rangers,1,3,1.67,2.2
SC0,1/02/2025,15:00,Dundee,Hearts,0,6,1.83,2.03
SC0,1/02/2025,15:00,Hibernian,Aberdeen,2,0,1.8,2
SC0,1/02/2025,15:00,St Mirren,St Johnstone,0,1,2.1,1.73
SC0,1/02/2025,17:45,Kilmarnock,Dundee United,1,0,2,1.85
SC0,2/02/2025,15:00,Motherwell,Celtic,1,3,1.44,2.75
SC0,2/02/2025,15:00,Rangers,Ross County,4,0,1.4,3
SC0,5/02/2025,19:45,Celtic,Dundee,6,0,1.25,4
SC0,15/02/2025,15:00,Celtic,Dundee United,3,0,1.37,3
SC0,15/02/2025,15:00,Dundee,Aberdeen,1,2,1.76,1.96
SC0,15/02/2025,15:00,Kilmarnock,St Johnstone,3,1,1.92,1.82
SC0,15/02/2025,15:00,Motherwell,Ross County,0,3,2.05,1.68
SC0,16/02/2025,12:00,Hearts,Rangers,1,3,1.73,2.1
SC0,16/02/2025,14:00,St Mirren,Hibernian,0,0,2.1,1.73
SC0,22/02/2025,12:30,Hibernian,Celtic,2,1,1.62,2.3
SC0,22/02/2025,15:00,Aberdeen,Kilmarnock,1,0,2.05,1.8
SC0,22/02/2025,15:00,Dundee United,Motherwell,1,0,1.88,1.98
SC0,22/02/2025,15:00,Rangers,St Mirren,0,2,1.44,2.75
SC0,22/02/2025,15:00,Ross County,Dundee,3,1,2,1.8
SC0,23/02/2025,12:00,St Johnstone,Hearts,1,2,2,1.8
SC0,25/02/2025,20:00,Celtic,Aberdeen,5,1,1.27,3.5
SC0,26/02/2025,19:45,Dundee United,Hibernian,1,3,1.92,1.82
SC0,26/02/2025,19:45,Hearts,St Mirren,3,1,1.92,1.82
SC0,26/02/2025,19:45,Motherwell,Dundee,2,1,1.89,1.84
SC0,26/02/2025,19:45,St Johnstone,Ross County,1,0,2.1,1.73
SC0,26/02/2025,20:00,Kilmarnock,Rangers,2,4,1.73,2.1
SC0,1/03/2025,15:00,Dundee,St Johnstone,1,1,1.98,1.88
SC0,1/03/2025,15:00,Rangers,Motherwell,1,2,1.33,3.4
SC0,1/03/2025,15:00,Ross County,Kilmarnock,1,0,2.3,1.62
SC0,1/03/2025,17:30,St Mirren,Celtic,2,5,1.62,2.3
SC0,2/03/2025,12:30,Hibernian,Hearts,2,1,1.9,1.95
SC0,2/03/2025,15:00,Aberdeen,Dundee United,2,2,1.98,1.88
SC0,15/03/2025,15:00,Hearts,Ross County,2,0,1.8,2
SC0,15/03/2025,15:00,Kilmarnock,Hibernian,1,1,2.1,1.73
SC0,15/03/2025,15:00,Motherwell,St Mirren,2,2,2.2,1.67
SC0,15/03/2025,15:00,St Johnstone,Aberdeen,0,0,2,1.85
SC0,16/03/2025,12:30,Celtic,Rangers,2,3,1.53,2.32
SC0,16/03/2025,15:00,Dundee United,Dundee,2,4,1.93,1.93
SC0,29/03/2025,15:00,Aberdeen,Motherwell,4,1,1.93,1.93
SC0,29/03/2025,15:00,Celtic,Hearts,3,0,1.4,3
SC0,29/03/2025,15:00,Hibernian,St Johnstone,3,0,2.03,1.83
SC0,29/03/2025,15:00,St Mirren,Kilmarnock,5,1,2.1,1.73
SC0,29/03/2025,17:30,Dundee,Rangers,3,4,1.44,2.75
SC0,30/03/2025,14:30,Ross County,Dundee United,0,1,2.3,1.62
SC0,5/04/2025,15:00,Dundee,St Mirren,2,0,1.88,1.98
SC0,5/04/2025,15:00,Kilmarnock,Motherwell,2,0,2,1.8
SC0,5/04/2025,15:00,Rangers,Hibernian,0,2,1.57,2.38
SC0,5/04/2025,15:00,Ross County,Aberdeen,0,1,2.1,1.73
SC0,6/04/2025,12:00,St Johnstone,Celtic,1,0,1.44,2.75
SC0,6/04/2025,14:30,Hearts,Dundee United,0,1,1.85,2
SC0,12/04/2025,12:30,Celtic,Kilmarnock,5,1,1.33,3.4
SC0,12/04/2025,15:00,Dundee United,St Johnstone,1,0,2.2,1.67
SC0,12/04/2025,15:00,Motherwell,Hearts,0,0,1.93,1.93
SC0,12/04/2025,15:00,St Mirren,Ross County,3,2,2.03,1.83
SC0,13/04/2025,12:00,Aberdeen,Rangers,2,2,1.62,2.3
SC0,13/04/2025,14:30,Hibernian,Dundee,4,0,1.67,2.2
SC0,26/04/2025,12:30,Dundee United,Celtic,0,5,1.44,2.75
SC0,26/04/2025,15:00,Aberdeen,Hibernian,1,0,1.85,2
SC0,26/04/2025,15:00,Hearts,Dundee,0,1,1.62,2.3
SC0,26/04/2025,15:00,Kilmarnock,Ross County,2,0,2.1,1.73
SC0,26/04/2025,15:00,Motherwell,St Johnstone,3,2,2.3,1.62
SC0,26/04/2025,15:00,St Mirren,Rangers,2,2,1.8,2
SC0,3/05/2025,15:00,Dundee,Motherwell,1,2,1.8,2
SC0,3/05/2025,15:00,Hibernian,Dundee United,3,1,1.95,1.9
SC0,3/05/2025,15:00,Ross County,Hearts,1,3,2,1.8
SC0,3/05/2025,15:00,St Johnstone,Kilmarnock,0,2,2.2,1.67
SC0,3/05/2025,15:00,St Mirren,Aberdeen,1,0,1.9,1.95
SC0,4/05/2025,12:00,Rangers,Celtic,1,1,1.5,2.63
SC0,10/05/2025,15:00,Celtic,Hibernian,3,1,1.44,2.75
SC0,10/05/2025,15:00,Dundee United,St Mirren,0,2,1.85,2
SC0,10/05/2025,15:00,Hearts,Motherwell,3,0,1.8,2
SC0,10/05/2025,15:00,Kilmarnock,Dundee,3,2,1.9,1.95
SC0,10/05/2025,15:00,St Johnstone,Ross County,2,1,2.1,1.73
SC0,11/05/2025,12:00,Rangers,Aberdeen,4,0,1.62,2.3
SC0,14/05/2025,19:45,Dundee,Ross County,1,1,1.88,1.98
SC0,14/05/2025,19:45,Hearts,St Johnstone,2,1,1.88,1.98
SC0,14/05/2025,19:45,Motherwell,Kilmarnock,3,0,1.85,2
SC0,14/05/2025,19:45,Rangers,Dundee United,3,1,1.44,2.75
SC0,14/05/2025,19:45,St Mirren,Hibernian,2,2,2,1.85
SC0,14/05/2025,20:00,Aberdeen,Celtic,1,5,1.62,2.3
SC0,17/05/2025,12:30,Celtic,St Mirren,1,1,1.3,3.5
SC0,17/05/2025,12:30,Dundee United,Aberdeen,2,1,1.73,2.1
SC0,17/05/2025,12:30,Hibernian,Rangers,2,2,1.5,2.63
SC0,18/05/2025,15:00,Kilmarnock,Hearts,0,1,1.88,1.98
SC0,18/05/2025,15:00,Ross County,Motherwell,1,1,1.85,2
SC0,18/05/2025,15:00,St Johnstone,Dundee,0,2,1.73,2.1
SC0,2/08/2025,15:00,Kilmarnock,Livingston,2,2,1.94,1.79
SC0,2/08/2025,17:30,Motherwell,Rangers,1,1,1.44,2.75
SC0,3/08/2025,14:00,Falkirk,Dundee United,2,2,1.83,2.03
SC0,3/08/2025,15:00,Dundee,Hibernian,1,2,1.67,2.2
SC0,3/08/2025,16:30,Celtic,St Mirren,1,0,1.44,2.75
SC0,4/08/2025,20:00,Hearts,Aberdeen,2,0,1.8,2
SC0,9/08/2025,15:00,Livingston,Falkirk,3,1,2.1,1.73
SC0,9/08/2025,15:00,St Mirren,Motherwell,0,0,2,1.85
SC0,9/08/2025,17:45,Rangers,Dundee,1,1,1.36,3.2
SC0,10/08/2025,12:30,Aberdeen,Celtic,0,2,1.5,2.63
SC0,10/08/2025,15:00,Dundee United,Hearts,2,3,1.85,2
SC0,10/08/2025,15:00,Hibernian,Kilmarnock,2,2,1.8,2
SC0,23/08/2025,15:00,Celtic,Livingston,3,0,1.33,3.4
SC0,23/08/2025,15:00,Hearts,Motherwell,3,3,1.93,1.93
SC0,23/08/2025,15:00,Kilmarnock,Dundee,0,0,2,1.85
SC0,24/08/2025,12:00,St Mirren,Rangers,1,1,1.62,2.3
SC0,30/08/2025,15:00,Livingston,Hearts,1,2,1.95,1.9
SC0,30/08/2025,15:00,Motherwell,Kilmarnock,2,2,2,1.85
SC0,31/08/2025,12:00,Rangers,Celtic,0,0,1.44,2.75
SC0,31/08/2025,14:00,Dundee,Dundee United,0,2,2,1.85
SC0,31/08/2025,15:00,Aberdeen,Falkirk,0,1,1.8,2
SC0,31/08/2025,15:00,Hibernian,St Mirren,1,1,1.93,1.93
SC0,13/09/2025,15:00,Aberdeen,Livingston,0,0,1.95,1.9
SC0,13/09/2025,15:00,Dundee,Motherwell,1,1,2,1.8
SC0,13/09/2025,15:00,Falkirk,St Mirren,1,2,2,1.85
SC0,13/09/2025,15:00,Rangers,Hearts,0,2,1.62,2.3
SC0,13/09/2025,17:45,Hibernian,Dundee United,3,3,1.8,2
SC0,14/09/2025,15:00,Kilmarnock,Celtic,1,2,1.5,2.63
SC0,20/09/2025,15:00,Dundee,Livingston,3,2,2.05,1.8
SC0,23/09/2025,19:45,Dundee United,Aberdeen,2,0,2,1.8
SC0,23/09/2025,19:45,Falkirk,Hibernian,2,2,1.8,2
SC0,27/09/2025,15:00,Celtic,Hibernian,0,0,1.4,3
SC0,27/09/2025,15:00,Dundee United,Kilmarnock,0,2,2.05,1.8
SC0,27/09/2025,15:00,Hearts,Falkirk,3,0,1.73,2.1
SC0,27/09/2025,15:00,St Mirren,Dundee,1,0,1.88,1.98
SC0,27/09/2025,17:45,Motherwell,Aberdeen,2,0,1.93,1.93
SC0,28/09/2025,15:00,Livingston,Rangers,1,2,1.73,2.1
SC0,4/10/2025,15:00,Dundee United,Livingston,1,1,1.93,1.93
SC0,4/10/2025,15:00,Kilmarnock,St Mirren,2,0,2.1,1.73
SC0,4/10/2025,17:45,Hearts,Hibernian,1,0,1.8,2
SC0,5/10/2025,15:00,Aberdeen,Dundee,4,0,1.95,1.9
SC0,5/10/2025,15:00,Celtic,Motherwell,3,2,1.4,3
SC0,5/10/2025,15:00,Falkirk,Rangers,1,1,1.62,2.3
SC0,18/10/2025,15:00,Hibernian,Livingston,4,0,1.73,2.1
SC0,18/10/2025,15:00,Motherwell,Falkirk,1,2,1.73,2.1
SC0,18/10/2025,15:00,Rangers,Dundee United,2,2,1.53,2.5
SC0,18/10/2025,15:00,St Mirren,Aberdeen,0,1,2.1,1.73
SC0,18/10/2025,17:45,Kilmarnock,Hearts,0,3,1.93,1.93
SC0,19/10/2025,12:00,Dundee,Celtic,2,0,1.44,2.75
SC0,25/10/2025,15:00,Dundee United,St Mirren,3,1,1.98,1.88
SC0,25/10/2025,15:00,Falkirk,Dundee,2,1,1.8,2
SC0,25/10/2025,15:00,Livingston,Motherwell,1,2,1.83,2.03
SC0,26/10/2025,12:00,Hearts,Celtic,3,1,1.73,2.1
SC0,26/10/2025,14:30,Aberdeen,Hibernian,1,2,1.93,1.93
SC0,26/10/2025,15:00,Rangers,Kilmarnock,3,1,1.57,2.38
SC0,29/10/2025,19:45,Celtic,Falkirk,4,0,1.33,3.4
SC0,29/10/2025,19:45,Hibernian,Rangers,0,1,1.73,2.1
SC0,29/10/2025,19:45,Kilmarnock,Aberdeen,0,1,2.03,1.83
SC0,29/10/2025,19:45,Motherwell,Dundee United,2,0,1.8,2
SC0,29/10/2025,19:45,St Mirren,Hearts,2,2,1.95,1.9
SC0,1/11/2025,15:00,Falkirk,Kilmarnock,3,1,1.83,2.03
SC0,1/11/2025,15:00,Hearts,Dundee,4,0,1.57,2.38
SC0,1/11/2025,15:00,Livingston,Hibernian,2,2,1.83,2.03
SC0,8/11/2025,15:00,Falkirk,Livingston,1,1,1.73,2.1
SC0,8/11/2025,17:45,St Mirren,Hibernian,0,3,1.98,1.88
SC0,9/11/2025,15:00,Aberdeen,Motherwell,1,1,1.8,2
SC0,9/11/2025,15:00,Dundee,Rangers,0,3,1.67,2.2
SC0,9/11/2025,15:00,Hearts,Dundee United,1,1,1.67,2.2
SC0,9/11/2025,16:00,Celtic,Kilmarnock,4,0,1.36,3.2
SC0,22/11/2025,15:00,Dundee United,Falkirk,0,3,1.8,2
SC0,22/11/2025,15:00,Hibernian,Dundee,2,0,1.67,2.2
SC0,22/11/2025,15:00,Kilmarnock,Motherwell,1,3,1.95,1.9
SC0,22/11/2025,15:00,Rangers,Livingston,2,1,1.57,2.38
SC0,22/11/2025,20:00,St Mirren,Celtic,0,1,1.53,2.5
SC0,23/11/2025,15:00,Aberdeen,Hearts,1,0,1.98,1.88
SC0,25/11/2025,19:45,Motherwell,Hibernian,2,0,1.83,2.03
SC0,29/11/2025,15:00,Dundee,St Mirren,3,1,2.05,1.8
SC0,29/11/2025,15:00,Motherwell,Hearts,0,0,1.8,2
SC0,29/11/2025,17:45,Kilmarnock,Dundee United,1,1,1.98,1.88
SC0,30/11/2025,12:00,Hibernian,Celtic,1,2,1.62,2.3
SC0,30/11/2025,14:00,Rangers,Falkirk,0,0,1.53,2.5
SC0,30/11/2025,15:00,Livingston,Aberdeen,0,1,1.91,1.91
SC0,3/12/2025,19:45,Aberdeen,St Mirren,3,3,1.98,1.88
SC0,3/12/2025,19:45,Celtic,Dundee,1,0,1.3,3.5
SC0,3/12/2025,19:45,Dundee United,Rangers,2,2,1.83,2.03
SC0,3/12/2025,19:45,Falkirk,Motherwell,0,0,1.88,1.98
SC0,3/12/2025,19:45,Hearts,Kilmarnock,1,1,1.8,2
SC0,6/12/2025,15:00,Dundee,Aberdeen,1,3,2.1,1.73
SC0,6/12/2025,15:00,Hibernian,Falkirk,3,0,1.67,2.2
SC0,6/12/2025,15:00,Motherwell,Livingston,3,0,1.88,1.98
SC0,6/12/2025,15:00,St Mirren,Dundee United,2,0,1.93,1.93
SC0,6/12/2025,20:00,Kilmarnock,Rangers,0,3,1.85,2
SC0,7/12/2025,15:00,Celtic,Hearts,1,2,1.8,2
SC0,13/12/2025,15:00,Dundee United,Motherwell,0,0,1.9,1.95
SC0,13/12/2025,15:00,Livingston,Dundee,2,2,1.93,1.93
SC0,13/12/2025,20:00,Falkirk,Hearts,0,2,1.91,1.91
SC0,14/12/2025,15:00,Aberdeen,Kilmarnock,2,1,1.93,1.93
SC0,15/12/2025,19:45,Rangers,Hibernian,1,0,1.85,2
SC0,17/12/2025,20:00,Dundee United,Celtic,2,1,1.62,2.3
SC0,20/12/2025,15:00,Dundee United,Hibernian,1,1,1.88,1.98
SC0,20/12/2025,15:00,Kilmarnock,Falkirk,0,1,2,1.85
SC0,20/12/2025,15:00,Motherwell,Dundee,1,0,1.8,2
SC0,20/12/2025,15:00,St Mirren,Livingston,1,0,1.88,1.98
SC0,21/12/2025,13:30,Hearts,Rangers,2,1,1.93,1.93
SC0,21/12/2025,15:00,Celtic,Aberdeen,3,1,1.5,2.63
SC0,27/12/2025,12:30,Hibernian,Hearts,3,2,2,1.8
SC0,27/12/2025,15:00,Dundee,Falkirk,1,0,2,1.8
SC0,27/12/2025,15:00,Livingston,Celtic,2,4,1.57,2.38
SC0,27/12/2025,15:00,Rangers,Motherwell,1,0,1.91,1.91
SC0,27/12/2025,15:00,St Mirren,Kilmarnock,0,0,1.91,1.91
SC0,27/12/2025,17:45,Aberdeen,Dundee United,1,1,1.8,2
SC0,30/12/2025,19:45,Dundee,Kilmarnock,2,1,2.2,1.67
SC0,30/12/2025,19:45,Hibernian,Aberdeen,2,0,1.8,2
SC0,30/12/2025,19:45,Livingston,Dundee United,1,3,1.91,1.91
SC0,30/12/2025,19:45,Rangers,St Mirren,2,1,1.8,2
SC0,30/12/2025,20:00,Motherwell,Celtic,2,0,1.62,2.3
SC0,3/01/2026,12:30,Celtic,Rangers,1,3,1.62,2.3
SC0,3/01/2026,15:00,Dundee United,Dundee,0,1,1.91,1.91
SC0,3/01/2026,15:00,Falkirk,Aberdeen,1,0,1.91,1.91
SC0,3/01/2026,15:00,Hearts,Livingston,1,0,1.67,2.2
SC0,3/01/2026,15:00,Kilmarnock,Hibernian,1,3,2,1.8
SC0,3/01/2026,15:00,Motherwell,St Mirren,2,0,2.1,1.73
SC0,6/01/2026,20:00,Rangers,Aberdeen,2,0,1.73,2.1
SC0,10/01/2026,15:00,Celtic,Dundee United,4,0,1.36,3.2
SC0,10/01/2026,15:00,Hibernian,Motherwell,1,1,1.9,1.95
SC0,10/01/2026,15:00,Livingston,Kilmarnock,1,1,2.1,1.73
SC0,10/01/2026,15:00,St Mirren,Falkirk,0,2,2.03,1.83
SC0,11/01/2026,14:00,Dundee,Hearts,0,1,1.95,1.9
SC0,11/01/2026,16:30,Aberdeen,Rangers,0,2,1.8,2
SC0,14/01/2026,19:45,Falkirk,Celtic,0,1,1.62,2.3
SC0,14/01/2026,19:45,Hearts,St Mirren,2,0,1.88,1.98
SC0,20/01/2026,19:45,Livingston,St Mirren,1,1,2,1.85
SC0,24/01/2026,15:00,Aberdeen,Livingston,6,2,1.88,1.98
SC0,24/01/2026,15:00,Falkirk,Hibernian,4,1,1.98,1.88
SC0,24/01/2026,15:00,Motherwell,Kilmarnock,4,0,1.8,2
SC0,25/01/2026,15:00,Hearts,Celtic,2,2,1.8,2
SC0,25/01/2026,15:00,Rangers,Dundee,3,0,1.57,2.38
SC0,31/01/2026,15:00,Kilmarnock,Aberdeen,3,0,2,1.8
SC0,31/01/2026,15:00,Livingston,Motherwell,0,2,1.93,1.93
SC0,31/01/2026,15:00,St Mirren,Dundee,0,0,2,1.85
SC0,31/01/2026,20:00,Dundee United,Hearts,0,3,1.88,1.98
SC0,1/02/2026,14:00,Hibernian,Rangers,0,0,1.8,2
SC0,1/02/2026,15:00,Celtic,Falkirk,2,0,1.5,2.63
SC0,3/02/2026,20:00,St Mirren,Hearts,1,0,2.05,1.8
SC0,4/02/2026,19:45,Hibernian,Dundee United,3,2,1.85,2
SC0,4/02/2026,19:45,Livingston,Falkirk,1,2,2.03,1.83
SC0,4/02/2026,19:45,Rangers,Kilmarnock,5,1,1.57,2.38
